Vehcl,KBot,Ship,Air,Cnstr,Building,ID,Name,Side,Description,Energy,Metal,Corpse,Heap,DamageModifier,MaxDamage,RealDamage,EnergyUse,BuildTime,WorkerTime,SightDistance,RadarDistance,SonarDistance,RadarDistanceJam,SonarDistanceJam,Stealth,CloakCost,CloakCostMoving,MinCloakDistance,EnergyStorage,MetalStorage,MetalMake,MakesMetal,EnergyMake,ExtractsMetal,WindGenerator,BuildDistance,MaxVelocity,BrakeRate,Acceleration,TurnRate,CanMove,CanPatrol,CanStop,CanGuard,CanReclamate,CanAttack,CanDgun,CanCapture,CanLoad,CantBeTransported,TransportCapacity,TransportSize,OnOffable,Floater,Upright,NoAutoFire,ShootMe,FireStandOrders,StandingFireOrder,MobileStandOrders,StandingMoveOrder,SoundCategory,NoChaseCategory,wpri_badtargetcategory,wsec_badtargetcategory,wspe_badtargetcategory,MovementClass,ExplodeAs,SelfDestructAs,Category,Corpse,HealTime,DefaultMissionType,MaxWaterDepth,MinWaterDepth,MoveRate1,MoveRate2,FootPrintX,FootPrintZ,MaxSlope,CanFly,HoverAttack,Amphibious,ImmuneToParalyzer,SteeringMode,WaterLine,Cruisealt,BankScale,PitchScale,Level,DPM,Changed,File
False,False,False,False,False,True,CORAFRT,Duster,CORE,Submersible Missile Tower,4724,362,290,145,0.25,870,3480,0.1,8688,181,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,COR_KBOT,ALL,VTOL,,,,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL2 CTRL_X NOTAIR NOTSUB,corafrt_dead,0,GUARD_NOMOVE,0,2,0,0,3,3,0,0,0,0,0,0,3,0,0,0,L2,9.61,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORAFRT.fbi
True,False,False,False,False,False,CORAH,Slinger,CORE,Anti-Air Hovercraft,1695,130,104,52,0,515,515,2,3120,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,2.05,0.054,0.038,450,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,CORE_HOVER_SM,ALL,NOTAIR,,,TANKHOVER3,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL1 CTRL_H NOTAIR NOTSUB MOBILE CTRL_W,corah_dead,0,Standby,0,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,L1,3.96,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORAH.fbi
False,False,False,False,False,True,CORAHP,Adv Hovercraft Platform,CORE,Tech Level 2,7976,1992,1594,797,0,2856,2856,0,15936,240,280,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,CORE_HOVER_PLANT,,,,,,LARGE_BUILDINGEX,LARGE_BUILDING,ALL CORE LEVEL2 CTRL_F NOWEAPON NOTAIR NOTSUB,corahp_dead,0,,0,0,0,0,8,7,10,0,0,0,0,0,0,0,0,0,L2,1.43,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORAHP.fbi
False,False,False,False,False,True,CORAHPNS,Adv Hovercraft Platform - NS,CORE,Tech Level 2,8389,2044,1635,818,0,2690,2690,0,16352,240,290,0,0,0,0,0,0,0,0,200,200,0.5,0,15,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,CORE_HOVER_PLANT,,,,,,LARGE_BUILDINGEX,LARGE_BUILDING,ALL CORE LEVEL2 CTRL_F NOWEAPON NOTAIR NOTSUB,CORAHPNS_dead,0,,0,6,0,0,8,7,0,0,0,0,0,0,4,0,0,0,L2,1.32,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORAHPNS.fbi
True,False,False,False,False,False,CORAIRRT,Replenisher,CORE,Mobile Aircraft Repair,2240,235,188,94,0,1350,1350,1,5640,120,380,750,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0.78,0.142,0.142,310,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,COR_TOR,,,,,TANKDH4,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL2 NOWEAPON NOTAIR NOTSUB MOBILE,corairrt_dead,0,Standby,12,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,L2,5.74,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORAIRRT.fbi
False,True,False,False,False,False,CORAK,A.K.,CORE,Infantry Kbot,625,56,45,22,0,295,295,0.3,1680,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,1.8,0.18,0.1,1280,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,2,CORAK,VTOL,VTOL,,,KBOTSF2,SMALL_UNITEX,SMALL_UNIT,ALL CORE LEVEL1 CTRL_G CTRL_K GR NOTAIR NOTSUB MOBILE CTRL_W,corak_dead,0,Standby,25,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,L1,5.27,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORAK.fbi
False,False,False,False,False,True,CORALAB,Adv. Kbot Lab,CORE,Tech Level 2,7450,1962,1570,785,0,3170,3170,0,15696,240,250,0,0,0,0,0,0,0,0,200,200,0.5,0,15,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,KBOTPLANT,,,,,,LARGE_BUILDINGEX,LARGE_BUILDING,ALL CORE LEVEL2 CTRL_F NOWEAPON NOTAIR NOTSUB,coralab_dead,0,,0,0,0,0,7,6,10,0,0,0,0,0,0,0,0,0,L2,1.62,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORALAB.fbi
False,True,False,False,False,False,CORAMPH,Gimp,CORE,Amphibious Kbot,3080,310,248,124,0,1600,1600,1,6200,0,310,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2,0.15,0.14,500,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2,1,1,COR_KBOT,CTRL_N,VTOL,VTOL,,TANKHOVER2,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL2 CTRL_G CTRL_H CTRL_K NOTAIR MOBILE CTRL_W,coramph_dead,0,Standby,100,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,L2,5.16,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORAMPH.fbi
False,False,False,False,False,True,CORAP,Aircraft Plant,CORE,Tech Level 1,1340,760,608,304,0,1925,1925,0,7600,120,250,820,0,0,0,0,0,0,0,100,100,0.2,0,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,AIRPLANT,,,,,,LARGE_BUILDINGEX,LARGE_BUILDING,ALL CORE LEVEL1 CTRL_F NOWEAPON NOTAIR NOTSUB,corap_dead,0,,0,0,0,0,7,6,10,0,0,0,0,0,0,0,0,0,L1,2.53,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORAP.fbi
False,False,False,True,False,False,CORAPE,Rapier,CORE,Gunship,5489,294,235,118,0.5,1140,2280,3,11760,0,400,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7.2,3.2,0.18,600,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,CORE_VTOL,VTOL,VTOL,,,,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL2 CTRL_P CTRL_E NOTSUB MOBILE VTOL CTRL_W,,0,VTOL_standby,0,0,3.5,0,3,3,10,1,1,0,1,0,0,50,1,0,L2,7.76,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORAPE.fbi
False,False,False,False,False,True,CORARAD,Advanced Radar Tower,CORE,Long Range Radar,2220,130,104,52,0,150,150,16,4680,0,640,4000,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,CORE_ADVRADAR,,,,,,SMALL_BUILDINGEX,SMALL_BUILDING,ALL CORE LEVEL2 CTRL_R NOWEAPON NOTAIR NOTSUB,corarad_dead,0,,0,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,L2,1.15,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORARAD.fbi
False,False,True,False,False,False,CORARCH,Shredder,CORE,Anti-Air Ship,16921,1314,1051,526,0,2760,2760,3,26280,0,510,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2.6,0.024,0.014,224,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,CORE_SHIP,ALL,NOTAIR,,ALL,BOATS4,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL2 CTRL_N NOTAIR MOBILE CTRL_W,CORarch_dead,0,Standby,0,30,0,0,5,5,0,0,0,0,0,0,0,0,0,0,L2,2.1,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORARCH.fbi
True,False,False,False,False,False,CORARG,Argus,CORE,Mobile Fortress,936000,39000,31200,15600,0.32,25600,80000,80,936000,0,720,1500,0,0,0,0,0,0,0,800,0,0,0,240,0,0,0,0.85,0.013,0.003,130,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,CORE_TANK,MOBILE,VTOL,NOTAIR,VTOL,TANKSH6,CORNUKEBOMB,CORNUKEBOMB,ALL CORE LEVEL3 CTRL_G CTRL_V L3G GR NOTAIR NOTSUB MOBILE CTRL_W,corarg_DEAD,3,Standby,20,0,0.2,0.7,6,6,16,0,0,0,0,0,0,0,0,0,L3,2.05,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORARG.fbi
False,False,False,False,False,True,CORARL,Smiter,CORE,Pop-up Missile Tower,4205,340,272,136,0.4,940,2350,0,8160,181,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,COR_KBOT,ALL,VTOL,,,,MEDIUM_BUILDINGEX,MEDIUM_BUILDING,ALL CORE LEVEL2 CTRL_X NOTAIR NOTSUB,corarl_dead,0,GUARD_NOMOVE,0,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,L2,6.91,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORARL.fbi
True,False,False,False,False,False,CORARTH,Tormentor,CORE,Long Range Artillery Hovertank,140000,6180,4944,2472,0,8030,8030,21,185400,0,420,0,260,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1.45,0.018,0.0048,280,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,CORE_HOVER_BIG,ALL,VTOL,,,TANKHOVER4,ESTOR_BUILDINGEX,CRAWL_BLASTSML,ALL CORE LEVEL3 CTRL_H L3H NOTAIR NOTSUB MOBILE CTRL_W,corArtH_DEAD,127,Standby,0,0,0,0,4,4,16,0,0,0,0,0,0,0,0,0,L3,1.3,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORARTH.fbi
False,False,False,False,False,True,CORASON,Advanced Sonar Station,CORE,Locates Water Units,2257,154,123,62,0.4,240,600,12,5544,0,650,0,2800,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,CORE_SONAR,,,,,,SMALL_BUILDINGEX,SMALL_BUILDING,ALL CORE LEVEL2 CTRL_R NOTAIR UNDERWATER,corason_dead,0,,0,24,0,0,3,3,10,0,0,0,0,0,0,0,0,0,L2,3.9,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORASON.fbi
False,False,False,False,False,True,CORASP,Air Repair Pad,CORE,Automatically repairs aircraft,2148,108,86,43,0,690,690,0,4320,120,420,0,0,0,0,0,0,0,0,100,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,AIRPLANT,,,,,,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL1 NOWEAPON NOTAIR NOTSUB,corasp_dead,0,,1,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,L1,6.39,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORASP.fbi
False,False,False,True,False,False,CORASTRA,Astra,CORE,Heavy Air Interceptor,62500,1960,1568,784,0.5,3620,7240,10,117600,0,690,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,12.5,3,0.36,560,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,ADVTOL,NOTAIR,NOTAIR,NOWEAPON,,,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL3 VTOL NOTSUB CTRL_W CTRL_P CTRL_O MOBILE,,63,VTOL_standby,255,0,8,0,4,4,10,1,0,0,1,0,0,180,1,0,L3,3.69,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORASTRA.fbi
False,False,False,False,False,True,CORASY,Adv. Shipyard,CORE,Tech Level 2,5988,2368,1894,947,0,2760,2760,0,18944,360,256,0,0,0,0,0,0,0,0,200,200,0.8,0,12,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,SHIPYARD,ALL,,,,,LARGE_BUILDINGEX,LARGE_BUILDING,ALL CORE LEVEL2 CTRL_F NOWEAPON NOTAIR,corasy_dead,0,,0,30,0,0,9,8,0,0,0,0,0,0,22,0,0,0,L2,1.17,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORASY.fbi
False,False,False,False,False,True,CORATIDE,Advanced Tidal Generator,CORE,Produces Energy - 2.5x tidal,1790,182,146,73,0,644,644,0,4368,0,180,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,CORE_TIDE,,,,,,MEDIUM_BUILDINGEX,MEDIUM_BUILDING,ALL CORE LEVEL1 ENERGY E15 NOWEAPON NOTAIR,corATIDE_dead,0,,0,24,0,0,4,4,0,0,0,0,0,0,2,0,0,0,L1,3.54,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORATIDE.fbi
False,False,False,False,False,True,CORATL,Advanced Torpedo Launcher,CORE,Advanced Torpedo Launcher,7289,1280,1024,512,0,2110,2110,0.1,12800,0,310,0,700,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,ADV_TORPLAUNCH,ALL,NOTSUB,,,,BIG_UNITEX,MEDIUM_UNIT,ALL CORE LEVEL2 CTRL_T UNDERWATER NOTAIR CTRL_X,coratl_dead,0,GUARD_NOMOVE,0,10,0,0,3,3,0,0,0,0,0,0,10,0,0,0,L2,1.65,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORATL.fbi
False,False,False,False,False,True,CORAVP,Adv. Vehicle Plant,CORE,Tech Level 2,7240,1947,1558,779,0,2880,2880,0,15576,240,240,0,0,0,0,0,0,0,0,200,200,0.5,0,15,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,TANKPLANT,,,,,,LARGE_BUILDINGEX,LARGE_BUILDING,ALL CORE LEVEL2 CTRL_F NOWEAPON NOTAIR NOTSUB,coravp_dead,0,,0,0,0,0,8,6,10,0,0,0,0,0,0,0,0,0,L2,1.48,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORAVP.fbi
False,False,False,True,False,False,CORAWAC,Vulture,CORE,Stealth Radar Plane,5524,169,135,68,0.5,390,780,17,10140,0,720,2620,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,9.7,3,0.16,560,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,CORE_VTOL,,,,,,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL2 CTRL_R NOWEAPON NOTSUB MOBILE VTOL,,0,VTOL_standby,0,0,0,0,3,3,10,1,0,0,1,0,0,240,1,0,L2,4.62,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORAWAC.fbi
False,False,True,False,False,False,CORBATS,Warlord,CORE,Battleship,23690,3541,2833,1416,0,7680,7680,8,35410,0,520,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,2.3,0.045,0.008,104,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,2,1,0,CORE_SHIP,ALL,VTOL,,VTOL,BOATD6,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL2 CTRL_N NOTAIR MOBILE CTRL_W,corbats_dead,0,Standby,0,15,0,0,6,6,0,0,0,0,0,0,0,0,0,0,L2,2.17,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBATS.fbi
False,False,True,False,False,False,CORBC,Excelsior,CORE,Battlecruiser,129400,10800,8640,4320,0.5,11500,23000,5,216000,0,540,0,700,0,0,0,0,0,0,500,200,0,0,50,0,0,0,2.3,0.019,0.004,152,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,2,1,1,BIGSHIP,ALL,VTOL,VTOL,NOTSUB,BOATD8,CRAWL_BLAST,CRAWL_BLAST,ALL CORE LEVEL3 CTRL_N NOTAIR MOBILE CTRL_W,corBC_dead,31,Standby,0,25,0,0,8,8,0,0,0,0,0,0,0,0,0,0,L3,2.13,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBC.fbi
False,False,False,False,False,True,CORBCRAT,Bureaucrat,CORE,Heavy Rocket Defense System,5431,809,647,324,0,2385,2385,0,8090,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,GUARD,ALL,VTOL,,,,LARGE_BUILDINGEX,MEDIUM_BUILDING,ALL CORE LEVEL1 CTRL_X NOTAIR NOTSUB,CORBCRAT_dead,0,GUARD_NOMOVE,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,L1,2.95,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBCRAT.fbi
False,False,False,False,False,True,CORBEAC,Alien Beacon,CORE,Alien Beacon,423100,5214,4171,2086,0,11000,11000,0,253958,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM_ESTOR,,,,,,NUCLEAR_MISSILE,NUCLEAR_MISSILE,ALL CORE LEVEL3 BEACON NOWEAPON NOTAIR NOTSUB ,Corbeac_dead,0,,0,0,0,0,8,8,10,0,0,0,0,0,0,0,0,0,L3,2.11,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBEAC.fbi
False,True,False,False,False,False,CORBEETL,Beetle,CORE,Light Scout Kbot,565,44,35,18,0.75,114,152,0.3,1320,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,2.6,0.2,0.16,800,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,1,2,COR_KBOT,MOBILE,VTOL,,,KBOTSF2,SMALL_UNITEX,SMALL_UNIT,ALL CORE LEVEL1 CTRL_G CTRL_K GR NOTAIR NOTSUB MOBILE CTRL_W,corbeetl_dead,0,Standby,0,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,L1,3.45,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBEETL.fbi
True,False,False,False,False,False,CORBH,Gharial,CORE,Riot Hovertank,2060,155,124,62,0,725,725,2.1,4200,0,280,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,2.1,0.032,0.031,430,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,CORE_HOVER_SM,VTOL,VTOL,,,TANKHOVER3,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL1 CTRL_H NOTAIR NOTSUB MOBILE CTRL_W,corbh_dead,0,Standby,0,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,L1,4.14,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBH.fbi
False,False,False,True,False,False,CORBOMBN,Meteor,CORE,Stealth Bomber,13750,340,272,136,0.5,798,1596,6,27200,0,420,0,0,0,0,1,300,1500,120,0,0,0,0,4,0,0,0,10.2,0.6,0.18,450,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,CORE_VTOL,MOBILE,MOBILE,NOTAIR,,,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL2 CTRL_P CTRL_Q NOTSUB MOBILE VTOL CTRL_W,,0,VTOL_standby,255,0,0,0,3,3,20,1,0,1,1,0,0,210,0,0,L2,4.69,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBOMBN.fbi
False,True,False,False,False,False,CORBOSS,The Boss,CORE,Amphibious Assault Kbot,48800,3820,3056,1528,0.625,10100,16160,2,91680,0,420,0,450,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.16,0.1,0.05,213,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0,COR_TOR,VTOL,VTOL,,,TANKDH4,BIG_UNIT,SMALL_BUILDING,ALL CORE LEVEL3 CTRL_G NOTAIR NOTSUB CTRL_W,corboss_dead,0,Standby,255,0,0,0,4,4,32,0,0,0,0,0,0,0,0,0,L3,4.23,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBOSS.fbi
True,False,False,False,False,False,CORBSWRD,Broadsword,CORE,Dreadnaught Hovertank,480600,21800,17440,8720,0.5,18800,37600,50,523200,0,640,0,610,0,0,0,0,0,0,600,50,0,0,90,0,0,0,1.56,0.0096,0.007,240,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,CORE_HOVER_BIG,VTOL,VTOL,VTOL,NOTSUB,TANKHOVER5,ATOMIC_BLAST,NUCLEAR_MISSILE,ALL CORE LEVEL3 CTRL_H L3H NOTAIR NOTSUB MOBILE CTRL_W,CORBSWRD_dead,15,Standby,0,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,L3,1.72,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBSWRD.fbi
False,False,False,False,False,True,CORBUILD,Hydration Plant,CORE,Creates Water,2550,220,176,88,0,1806,1806,100,3925,0,210,0,0,0,0,0,0,0,0,0,1000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,CORE_MSTOR,,,,,,SMALL_BUILDINGEX,SMALL_BUILDING,ALL CORE LEVEL1 NOWEAPON NOTAIR NOTSUB,corbuild_dead,0,,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,L1,8.21,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBUILD.fbi
False,False,False,False,False,True,CORBUZZ,Buzzsaw,CORE,Rapid Fire Plasma Cannon (4500E per shot),502600,33300,26640,13320,0,6400,6400,0,666000,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,COR_INT,MOBILE,VTOL,,,,ATOMIC_BLAST,ATOMIC_BLAST,ALL CORE LEVEL3 CTRL_L NOTAIR NOTSUB,corbuzz_dead,255,GUARD_NOMOVE,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,L3,0.19,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBUZZ.fbi
False,False,False,False,False,True,CORBUZZE,Buzzsaw,CORE,Rapid Fire Plasma Cannon (4500E per shot),502600,33300,26640,13320,0,6400,6400,0,666000,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,COR_INT,MOBILE,VTOL,,,,ATOMIC_BLAST,ATOMIC_BLAST,ALL CORE LEVEL3 CTRL_L NOTAIR NOTSUB,corbuzze_dead,255,GUARD_NOMOVE,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,L3,0.19,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBUZZE.fbi
False,False,False,False,False,True,CORBUZZN,Buzzsaw,CORE,Rapid Fire Plasma Cannon (4500E per shot),502600,33290,26632,13316,0,6400,6400,0,666000,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,COR_INT,MOBILE,VTOL,,,,ATOMIC_BLAST,ATOMIC_BLAST,ALL CORE LEVEL3 CTRL_L NOTAIR NOTSUB,corbuzzn_dead,255,GUARD_NOMOVE,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,L3,0.19,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBUZZN.fbi
False,False,False,False,False,True,CORBUZZW,Buzzsaw,CORE,Rapid Fire Plasma Cannon (4500E per shot),502600,33300,26640,13320,0,6400,6400,0,666000,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,COR_INT,MOBILE,VTOL,,,,ATOMIC_BLAST,ATOMIC_BLAST,ALL CORE LEVEL3 CTRL_L NOTAIR NOTSUB,corbuzzw_dead,255,GUARD_NOMOVE,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,L3,0.19,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORBUZZW.fbi
False,False,False,False,True,False,CORCA,Construction Aircraft,CORE,Tech Level 1,4580,110,88,44,1,580,580,1.2,9240,30,270,0,0,0,0,0,0,0,0,20,20,0.2,0,10,0,0,60,6.7,1.7,0.05,108,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,CORE_CVTOL,,,,,,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL1 CTRL_B NOWEAPON NOTAIR NOTSUB MOBILE l1con VTOL,,0,VTOL_Standby,255,0,0.1,0,2,2,10,1,0,1,1,0,0,70,1.5,0,L1,5.27,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORCA.fbi
False,False,False,False,True,False,CORCAAIM,Construction Aircraft,CORE,Tech Level 1,4580,110,88,44,1,580,580,1.2,9240,30,270,0,0,0,0,0,0,0,0,50,50,1,0,30,0,0,60,6.7,1.7,0.05,108,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,CORE_CVTOL,,,,,,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL1 CTRL_B NOWEAPON NOTAIR NOTSUB MOBILE l1con VTOL,,0,VTOL_Standby,255,0,0.1,0,2,2,10,1,0,1,1,0,0,70,1.5,0,L1,5.27,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORCAAIM.fbi
False,True,False,False,False,False,CORCAN,The Can,CORE,Armored Assault Kbot,4200,420,336,168,0,3100,3100,1,8400,0,310,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.85,0.15,0.1,940,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,COR_KBOT,ALL,VTOL,,,KBOTSF2,BIG_UNITEX,BIG_UNIT,ALL CORE LEVEL2 CTRL_G CTRL_K GR NOTAIR NOTSUB MOBILE CTRL_W,corcan_dead,0,Standby,21,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,L2,7.38,False,C:\Games\Cavedog\git\mayhem\assets\UnitsM\CORCAN.fbi
